transaction_id,customer_id,timestamp,amount,currency,transaction_type,merchant_category,country,is_fraudulent
TXN_00065,CUST_00059,2026-01-20 14:44:22,345.67,EUR,Transfer,Business,ES,False
TXN_00066,CUST_00060,2026-01-20 15:15:33,789.01,USD,POS,Retail,US,False
TXN_00067,CUST_00061,2026-01-20 16:22:44,2300.00,USD,Online,Education,US,False
TXN_00068,CUST_00062,2026-01-20 17:33:05,567.89,USD,Transfer,Healthcare,US,False
TXN_00069,CUST_00063,2026-01-20 18:44:22,890.12,USD,POS,Restaurant,US,False
TXN_00070,CUST_00064,2026-01-20 19:15:33,3456.78,USD,Online,Shopping,US,False
TXN_00071,CUST_00065,2026-01-21 08:22:44,234.56,USD,Transfer,Utilities,US,False
TXN_00072,CUST_00066,2026-01-21 09:33:15,12000.00,USD,Online,Real Estate,US,True
TXN_00073,CUST_00067,2026-01-21 10:44:22,456.78,USD,POS,Pharmacy,US,False
TXN_00074,CUST_00068,2026-01-21 11:55:33,2345.67,USD,Transfer,Electronics,US,False
TXN_00075,CUST_00069,2026-01-21 12:22:44,567.89,USD,Online,Travel,US,False
TXN_00076,CUST_00070,2026-01-21 13:33:15,890.23,EUR,POS,Coffee,IT,False
TXN_00077,CUST_00071,2026-01-21 14:44:22,345.67,USD,Transfer,Entertainment,US,False
TXN_00078,CUST_00072,2026-01-21 15:15:33,1234.56,USD,Online,Office,US,False
TXN_00079,CUST_00073,2026-01-21 16:22:44,234.12,USD,POS,Retail,US,False
TXN_00080,CUST_00074,2026-01-21 17:33:05,3456.78,USD,Transfer,Healthcare,US,False
TXN_00081,CUST_00075,2026-01-21 18:44:22,789.01,USD,Online,Shopping,US,False
TXN_00082,CUST_00076,2026-01-21 19:15:33,2300.00,USD,POS,Gas Station,US,False
TXN_00083,CUST_00077,2026-01-22 08:22:44,567.89,USD,Transfer,Business,US,False
TXN_00084,CUST_00078,2026-01-22 09:33:15,890.12,USD,Online,Education,US,False
TXN_00085,CUST_00079,2026-01-22 10:44:22,456.78,GBP,Transfer,Travel,GB,False
TXN_00086,CUST_00080,2026-01-22 11:55:33,234.56,USD,POS,Coffee,US,False
TXN_00087,CUST_00081,2026-01-22 12:22:44,2345.67,USD,Online,Retail,US,False
TXN_00088,CUST_00082,2026-01-22 13:33:15,345.67,USD,Transfer,Entertainment,US,False
TXN_00089,CUST_00083,2026-01-22 14:44:22,1234.56,USD,POS,Pharmacy,US,False
TXN_00090,CUST_00001,2026-01-22 15:15:33,3456.78,USD,Online,Office,US,False
TXN_00091,CUST_00084,2026-01-22 16:22:44,567.89,USD,Transfer,Utilities,US,False
TXN_00092,CUST_00085,2026-01-22 17:33:05,890.23,USD,POS,Restaurant,US,False
TXN_00093,CUST_00086,2026-01-22 18:44:22,2300.00,EUR,Online,Electronics,FR,False
TXN_00094,CUST_00087,2026-01-22 19:15:33,456.78,USD,Transfer,Healthcare,US,False
TXN_00095,CUST_00088,2026-01-23 08:22:44,234.12,USD,POS,Grocery,US,False
TXN_00096,CUST_00089,2026-01-23 09:33:15,3456.78,USD,Online,Shopping,US,False
TXN_00097,CUST_00090,2026-01-23 10:44:22,567.89,USD,Transfer,Travel,US,False
TXN_00098,CUST_00091,2026-01-23 11:55:33,890.01,USD,POS,Coffee,US,False
TXN_00099,CUST_00092,2026-01-23 12:22:44,2345.67,USD,Online,Business,US,False
TXN_00100,CUST_00093,2026-01-23 13:33:15,345.67,GBP,Transfer,Entertainment,GB,False
TXN_00101,CUST_00094,2026-01-23 14:32:20,1500.00,USD,POS,Retail,US,False
TXN_00102,CUST_00095,2026-01-23 15:45:33,8900.00,USD,Online,Education,US,True
TXN_00103,CUST_00096,2026-01-23 16:58:14,234.56,USD,Transfer,Utilities,US,False
TXN_00104,CUST_00097,2026-01-23 17:11:22,789.12,USD,POS,Pharmacy,US,False
TXN_00105,CUST_00098,2026-01-23 18:25:45,2300.00,USD,Online,Electronics,US,False
TXN_00106,CUST_00099,2026-01-23 19:33:11,567.89,EUR,Transfer,Healthcare,DE,False
TXN_00107,CUST_00100,2026-01-24 08:11:33,890.23,USD,POS,Gas Station,US,False
TXN_00108,CUST_00101,2026-01-24 09:22:44,4500.00,USD,Online,Real Estate,US,False
TXN_00109,CUST_00102,2026-01-24 10:33:55,345.67,USD,Transfer,Shopping,US,False
TXN_00110,CUST_00103,2026-01-24 11:44:22,1234.56,USD,POS,Coffee,US,False
TXN_00111,CUST_00104,2026-01-24 12:55:33,2345.78,USD,Online,Travel,US,False
TXN_00112,CUST_00105,2026-01-24 13:22:44,456.89,USD,Transfer,Entertainment,US,False
TXN_00113,CUST_00106,2026-01-24 14:33:15,234.12,USD,POS,Retail,US,False
TXN_00114,CUST_00107,2026-01-24 15:44:22,3456.78,USD,Online,Office,US,False
TXN_00115,CUST_00108,2026-01-24 16:15:33,567.89,USD,Transfer,Business,US,False
TXN_00116,CUST_00109,2026-01-24 17:22:44,890.34,USD,POS,Restaurant,US,False
TXN_00117,CUST_00110,2026-01-24 18:33:05,2300.00,GBP,Online,Education,GB,False
TXN_00118,CUST_00111,2026-01-24 19:44:22,456.78,USD,Transfer,Healthcare,US,False
TXN_00119,CUST_00001,2026-01-25 08:22:33,234.56,USD,POS,Pharmacy,US,False
TXN_00120,CUST_00112,2026-01-25 09:33:44,2345.67,USD,Online,Shopping,US,False
TXN_00121,CUST_00113,2026-01-25 10:44:15,345.89,USD,Transfer,Utilities,US,False
TXN_00122,CUST_00114,2026-01-25 11:55:22,789.01,USD,POS,Coffee,US,False
TXN_00123,CUST_00115,2026-01-25 12:22:33,3456.78,USD,Online,Electronics,US,False
TXN_00124,CUST_00116,2026-01-25 13:33:44,567.89,EUR,Transfer,Travel,ES,False
TXN_00125,CUST_00117,2026-01-25 14:44:55,1234.56,USD,POS,Retail,US,False
TXN_00126,CUST_00118,2026-01-25 15:15:22,2300.00,USD,Online,Entertainment,US,False
TXN_00127,CUST_00119,2026-01-25 16:22:33,456.78,USD,Transfer,Business,US,False
TXN_00128,CUST_00120,2026-01-25 17:33:44,890.12,USD,POS,Gas Station,US,False
TXN_00129,CUST_00121,2026-01-25 18:44:15,234.56,USD,Online,Office,US,False
TXN_00130,CUST_00122,2026-01-25 19:55:22,4567.89,USD,Transfer,Real Estate,US,False
TXN_00131,CUST_00123,2026-01-26 08:11:33,345.67,USD,POS,Pharmacy,US,False
TXN_00132,CUST_00124,2026-01-26 09:22:44,2345.78,USD,Online,Education,US,False
TXN_00133,CUST_00125,2026-01-26 10:33:55,567.89,USD,Transfer,Healthcare,US,False
TXN_00134,CUST_00126,2026-01-26 11:44:22,890.23,USD,POS,Grocery,US,False
TXN_00135,CUST_00127,2026-01-26 12:55:33,1200.00,GBP,Online,Shopping,GB,False
TXN_00136,CUST_00128,2026-01-26 13:22:44,456.78,USD,Transfer,Travel,US,False
TXN_00137,CUST_00129,2026-01-26 14:33:15,234.12,USD,POS,Coffee,US,False
TXN_00138,CUST_00130,2026-01-26 15:44:22,3456.78,USD,Online,Electronics,US,False
TXN_00139,CUST_00131,2026-01-26 16:15:33,789.01,USD,Transfer,Entertainment,US,False
TXN_00140,CUST_00132,2026-01-26 17:22:44,2300.00,USD,POS,Retail,US,False
TXN_00141,CUST_00133,2026-01-26 18:33:05,567.89,EUR,Online,Business,FR,False
TXN_00142,CUST_00134,2026-01-26 19:44:22,890.34,USD,Transfer,Utilities,US,False
TXN_00143,CUST_00135,2026-01-27 08:22:33,234.56,USD,POS,Restaurant,US,False
TXN_00144,CUST_00136,2026-01-27 09:33:44,4500.00,USD,Online,Real Estate,US,False
TXN_00145,CUST_00137,2026-01-27 10:44:15,345.67,USD,Transfer,Healthcare,US,False
TXN_00146,CUST_00138,2026-01-27 11:55:22,1234.56,USD,POS,Office,US,False
TXN_00147,CUST_00139,2026-01-27 12:22:33,2345.67,USD,Online,Shopping,US,False
TXN_00148,CUST_00140,2026-01-27 13:33:44,456.78,USD,Transfer,Education,US,False
TXN_00149,CUST_00141,2026-01-27 14:44:55,234.12,USD,POS,Pharmacy,US,False
TXN_00150,CUST_00142,2026-01-27 15:15:22,3456.78,USD,Online,Entertainment,US,False
TXN_00151,CUST_00143,2026-01-27 16:22:33,567.89,GBP,Transfer,Travel,GB,False
TXN_00152,CUST_00144,2026-01-27 17:33:44,890.23,USD,POS,Coffee,US,False
TXN_00153,CUST_00145,2026-01-27 18:44:15,2300.00,USD,Online,Gas Station,US,False
TXN_00154,CUST_00146,2026-01-27 19:55:22,456.78,USD,Transfer,Grocery,US,False
TXN_00155,CUST_00001,2026-01-28 08:11:22,234.56,USD,POS,Retail,US,False
TXN_00156,CUST_00147,2026-01-28 09:22:33,2345.78,USD,Online,Business,US,False
TXN_00157,CUST_00148,2026-01-28 10:33:44,345.67,USD,Transfer,Office,US,False
TXN_00158,CUST_00149,2026-01-28 11:44:55,1200.00,EUR,POS,Electronics,DE,False
TXN_00159,CUST_00150,2026-01-28 12:55:22,3456.78,USD,Online,Healthcare,US,False
TXN_00160,CUST_00151,2026-01-28 13:22:33,567.89,USD,Transfer,Shopping,US,False
TXN_00161,CUST_00152,2026-01-28 14:33:44,890.12,USD,POS,Restaurant,US,False
TXN_00162,CUST_00153,2026-01-28 15:44:15,2300.00,USD,Online,Travel,US,False
TXN_00163,CUST_00154,2026-01-28 16:15:22,456.78,USD,Transfer,Education,US,False
TXN_00164,CUST_00155,2026-01-28 17:22:33,234.56,USD,POS,Pharmacy,US,False
TXN_00165,CUST_00156,2026-01-28 18:33:44,4500.00,USD,Online,Real Estate,US,False
TXN_00166,CUST_00157,2026-01-28 19:44:55,345.67,USD,Transfer,Entertainment,US,False
TXN_00167,CUST_00158,2026-01-28 20:11:22,1234.56,USD,POS,Coffee,US,False
TXN_00168,CUST_00159,2026-01-28 21:22:33,2345.67,USD,Online,Office,US,False
TXN_00169,CUST_00160,2026-01-28 22:33:44,567.89,USD,Transfer,Business,US,False
TXN_00170,CUST_00161,2026-01-28 23:44:55,890.23,EUR,POS,Utilities,IT,False
TXN_00171,CUST_00162,2026-01-15 06:15:33,15000.00,USD,Transfer,Real Estate,US,True
TXN_00172,CUST_00163,2026-01-15 07:22:44,234.56,USD,POS,Retail,US,False
TXN_00173,CUST_00164,2026-01-15 08:33:55,3456.78,USD,Online,Shopping,US,False
TXN_00174,CUST_00165,2026-01-15 09:44:22,567.89,USD,Transfer,Entertainment,US,False
TXN_00175,CUST_00166,2026-01-15 10:55:33,1200.00,USD,POS,Coffee,US,False
TXN_00176,CUST_00167,2026-01-15 11:22:44,2345.67,USD,Online,Education,US,False
TXN_00177,CUST_00168,2026-01-15 12:33:15,456.78,USD,Transfer,Healthcare,US,False
TXN_00178,CUST_00169,2026-01-15 13:44:22,234.12,USD,POS,Pharmacy,US,False
TXN_00179,CUST_00170,2026-01-15 14:15:33,3456.78,USD,Online,Office,US,False
TXN_00180,CUST_00171,2026-01-15 15:22:44,789.01,USD,Transfer,Business,US,False
TXN_00181,CUST_00172,2026-01-15 16:33:05,2300.00,USD,POS,Gas Station,US,False
TXN_00182,CUST_00173,2026-01-15 17:44:22,567.89,USD,Online,Travel,US,False
TXN_00183,CUST_00174,2026-01-15 18:15:33,890.23,USD,Transfer,Grocery,US,False
TXN_00184,CUST_00175,2026-01-15 19:22:44,1500.00,GBP,POS,Restaurant,GB,False
TXN_00185,CUST_00176,2026-01-15 20:33:15,2345.67,USD,Online,Electronics,US,False
TXN_00186,CUST_00177,2026-01-15 21:44:22,456.78,USD,Transfer,Utilities,US,False
TXN_00187,CUST_00178,2026-01-15 22:15:33,234.56,USD,POS,Streaming,US,False
TXN_00188,CUST_00179,2026-01-15 23:22:44,3456.78,USD,Online,Shopping,US,False
TXN_00189,CUST_00180,2026-01-16 00:33:55,567.89,EUR,Transfer,Travel,FR,False
TXN_00190,CUST_00181,2026-01-16 01:44:22,890.12,USD,POS,Coffee,US,False
TXN_00191,CUST_00182,2026-01-16 02:15:33,234.56,USD,Online,Retail,US,False
TXN_00192,CUST_00183,2026-01-16 03:22:44,2345.67,USD,Transfer,Entertainment,US,False
TXN_00193,CUST_00184,2026-01-16 04:33:15,1234.56,USD,POS,Office,US,False
TXN_00194,CUST_00185,2026-01-16 05:44:22,3456.78,USD,Online,Business,US,False
TXN_00195,CUST_00186,2026-01-16 06:15:33,456.78,USD,Transfer,Healthcare,US,False
TXN_00196,CUST_00187,2026-01-16 07:22:44,789.01,USD,POS,Pharmacy,US,False
TXN_00197,CUST_00188,2026-01-16 08:33:55,2300.00,USD,Online,Education,US,False
TXN_00198,CUST_00189,2026-01-16 09:44:22,567.89,USD,Transfer,Utilities,US,False
TXN_00199,CUST_00190,2026-01-16 10:55:33,890.23,USD,POS,Restaurant,US,False
TXN_00200,CUST_00191,2026-01-16 11:22:44,1500.00,GBP,Online,Travel,GB,False
TXN_00201,CUST_00192,2026-01-16 12:33:15,2345.78,USD,Transfer,Shopping,US,False
TXN_00202,CUST_00193,2026-01-16 13:44:22,456.89,USD,POS,Electronics,US,False
TXN_00203,CUST_00194,2026-01-16 14:15:33,234.12,USD,Online,Grocery,US,False
TXN_00204,CUST_00195,2026-01-16 15:22:44,3456.78,USD,Transfer,Office,US,False
TXN_00205,CUST_00196,2026-01-16 16:33:05,567.89,USD,POS,Business,US,False
TXN_00206,CUST_00197,2026-01-16 17:44:22,890.34,EUR,Online,Entertainment,DE,False
TXN_00207,CUST_00198,2026-01-16 18:15:33,2300.00,USD,Transfer,Healthcare,US,False
TXN_00208,CUST_00199,2026-01-16 19:22:44,456.78,USD,POS,Pharmacy,US,False
TXN_00209,CUST_00200,2026-01-16 20:33:15,1234.56,USD,Online,Retail,US,False
TXN_00210,CUST_00201,2026-01-16 21:44:22,2345.67,USD,Transfer,Education,US,False
TXN_00211,CUST_00202,2026-01-16 22:15:33,567.89,USD,POS,Coffee,US,False
TXN_00212,CUST_00203,2026-01-16 23:22:44,3456.78,USD,Online,Utilities,US,False
TXN_00213,CUST_00204,2026-01-17 00:33:55,890.12,USD,Transfer,Gas Station,US,False
TXN_00214,CUST_00205,2026-01-17 01:44:22,234.56,USD,POS,Restaurant,US,False
TXN_00215,CUST_00206,2026-01-17 02:15:33,2345.67,USD,Online,Travel,US,False
TXN_00216,CUST_00207,2026-01-17 03:22:44,1500.00,GBP,Transfer,Business,GB,False
TXN_00217,CUST_00208,2026-01-17 04:33:15,456.78,USD,POS,Entertainment,US,False
TXN_00218,CUST_00209,2026-01-17 05:44:22,3456.78,USD,Online,Shopping,US,False
TXN_00219,CUST_00210,2026-01-17 06:15:33,567.89,USD,Transfer,Office,US,False
TXN_00220,CUST_00001,2026-01-17 07:22:44,890.23,USD,POS,Retail,US,False
TXN_00221,CUST_00211,2026-01-17 08:33:55,2300.00,USD,Online,Healthcare,US,False
TXN_00222,CUST_00212,2026-01-17 09:44:22,456.78,EUR,Transfer,Education,FR,False
TXN_00223,CUST_00213,2026-01-17 10:55:33,234.12,USD,POS,Pharmacy,US,False
TXN_00224,CUST_00214,2026-01-17 11:22:44,1234.56,USD,Online,Office,US,False
TXN_00225,CUST_00215,2026-01-17 12:33:15,2345.67,USD,Transfer,Business,US,False
TXN_00226,CUST_00216,2026-01-17 13:44:22,567.89,USD,POS,Utilities,US,False
TXN_00227,CUST_00217,2026-01-17 14:15:33,3456.78,USD,Online,Travel,US,False
TXN_00228,CUST_00218,2026-01-17 15:22:44,890.01,USD,Transfer,Entertainment,US,False
TXN_00229,CUST_00219,2026-01-17 16:33:05,2300.00,USD,POS,Coffee,US,False
TXN_00230,CUST_00220,2026-01-17 17:44:22,456.78,USD,Online,Shopping,US,False
TXN_00231,CUST_00221,2026-01-17 18:15:33,234.56,USD,Transfer,Grocery,US,False
TXN_00232,CUST_00222,2026-01-17 19:22:44,3456.78,USD,POS,Restaurant,US,False
TXN_00233,CUST_00223,2026-01-17 20:33:15,789.12,EUR,Online,Electronics,ES,False
TXN_00234,CUST_00224,2026-01-17 21:44:22,567.89,USD,Transfer,Gas Station,US,False
TXN_00235,CUST_00225,2026-01-17 22:15:33,1234.56,USD,POS,Retail,US,False
TXN_00236,CUST_00226,2026-01-17 23:22:44,2345.67,USD,Online,Education,US,False
TXN_00237,CUST_00227,2026-01-18 00:33:55,456.78,USD,Transfer,Healthcare,US,False
TXN_00238,CUST_00228,2026-01-18 01:44:22,890.23,USD,POS,Pharmacy,US,False
TXN_00239,CUST_00229,2026-01-18 02:15:33,2300.00,USD,Online,Office,US,False
TXN_00240,CUST_00230,2026-01-18 03:22:44,567.89,USD,Transfer,Business,US,False
TXN_00241,CUST_00231,2026-01-18 04:33:15,1500.00,GBP,POS,Entertainment,GB,False
TXN_00242,CUST_00232,2026-01-18 05:44:22,3456.78,USD,Online,Utilities,US,False
TXN_00243,CUST_00233,2026-01-18 06:15:33,234.56,USD,Transfer,Travel,US,False
TXN_00244,CUST_00234,2026-01-18 07:22:44,890.12,USD,POS,Shopping,US,False
TXN_00245,CUST_00235,2026-01-18 08:33:55,2345.67,USD,Online,Retail,US,False
TXN_00246,CUST_00236,2026-01-18 09:44:22,456.78,USD,Transfer,Coffee,US,False
TXN_00247,CUST_00237,2026-01-18 10:55:33,234.12,USD,POS,Electronics,US,False
TXN_00248,CUST_00238,2026-01-18 11:22:44,3456.78,USD,Online,Education,US,False
TXN_00249,CUST_00239,2026-01-18 12:33:15,567.89,USD,Transfer,Healthcare,US,False
TXN_00250,CUST_00240,2026-01-18 13:44:22,890.23,USD,POS,Gas Station,US,False
TXN_00251,CUST_00241,2026-01-18 14:15:33,1234.56,USD,Online,Office,US,False
TXN_00252,CUST_00242,2026-01-18 15:22:44,2345.67,USD,Transfer,Business,US,False
TXN_00253,CUST_00243,2026-01-18 16:33:05,456.78,EUR,POS,Restaurant,DE,False
TXN_00254,CUST_00244,2026-01-18 17:44:22,3456.78,USD,Online,Travel,US,False
TXN_00255,CUST_00245,2026-01-18 18:15:33,567.89,USD,Transfer,Entertainment,US,False
TXN_00256,CUST_00246,2026-01-18 19:22:44,234.56,USD,POS,Shopping,US,False
TXN_00257,CUST_00247,2026-01-18 20:33:15,2300.00,USD,Online,Pharmacy,US,False
TXN_00258,CUST_00248,2026-01-18 21:44:22,890.12,USD,Transfer,Retail,US,False
TXN_00259,CUST_00249,2026-01-18 22:15:33,1500.00,USD,POS,Education,US,False
TXN_00260,CUST_00250,2026-01-18 23:22:44,3456.78,USD,Online,Healthcare,US,False
TXN_00261,CUST_00251,2026-01-19 00:33:55,567.89,USD,Transfer,Utilities,US,False
TXN_00262,CUST_00252,2026-01-19 01:44:22,234.12,USD,POS,Coffee,US,False
TXN_00263,CUST_00253,2026-01-19 02:15:33,2345.67,USD,Online,Office,US,False
TXN_00264,CUST_00254,2026-01-19 03:22:44,890.23,EUR,Transfer,Business,IT,False
TXN_00265,CUST_00255,2026-01-19 04:33:15,456.78,USD,POS,Entertainment,US,False
TXN_00266,CUST_00256,2026-01-19 05:44:22,1234.56,USD,Online,Gas Station,US,False
TXN_00267,CUST_00257,2026-01-19 06:15:33,3456.78,USD,Transfer,Restaurant,US,False
TXN_00268,CUST_00258,2026-01-19 07:22:44,567.89,USD,POS,Grocery,US,False
TXN_00269,CUST_00259,2026-01-19 08:33:55,2300.00,USD,Online,Travel,US,False
TXN_00270,CUST_00260,2026-01-19 09:44:22,890.01,USD,Transfer,Shopping,US,False
TXN_00271,CUST_00261,2026-01-19 10:55:33,1200.00,GBP,POS,Electronics,GB,False
TXN_00272,CUST_00262,2026-01-19 11:22:44,234.56,USD,Online,Retail,US,False
TXN_00273,CUST_00263,2026-01-19 12:33:15,2345.67,USD,Transfer,Education,US,False
TXN_00274,CUST_00264,2026-01-19 13:44:22,456.78,USD,POS,Healthcare,US,False
TXN_00275,CUST_00001,2026-01-19 14:15:33,3456.78,USD,Online,Pharmacy,US,False
TXN_00276,CUST_00265,2026-01-19 15:22:44,567.89,USD,Transfer,Office,US,False
TXN_00277,CUST_00266,2026-01-19 16:33:05,890.12,USD,POS,Business,US,False
TXN_00278,CUST_00267,2026-01-19 17:44:22,2300.00,USD,Online,Utilities,US,False
TXN_00279,CUST_00268,2026-01-19 18:15:33,456.78,USD,Transfer,Coffee,US,False
TXN_00280,CUST_00269,2026-01-19 19:22:44,234.12,USD,POS,Gas Station,US,False
TXN_00281,CUST_00270,2026-01-19 20:33:15,1234.56,USD,Online,Restaurant,US,False
TXN_00282,CUST_00271,2026-01-19 21:44:22,2345.67,EUR,Transfer,Travel,FR,False
TXN_00283,CUST_00272,2026-01-19 22:15:33,3456.78,USD,POS,Entertainment,US,False
TXN_00284,CUST_00273,2026-01-19 23:22:44,567.89,USD,Online,Shopping,US,False
TXN_00285,CUST_00274,2026-01-20 00:33:55,890.23,USD,Transfer,Retail,US,False
TXN_00286,CUST_00275,2026-01-20 01:44:22,1500.00,USD,POS,Education,US,False
TXN_00287,CUST_00276,2026-01-20 02:15:33,2300.00,USD,Online,Healthcare,US,False
TXN_00288,CUST_00277,2026-01-20 03:22:44,456.78,USD,Transfer,Pharmacy,US,False
TXN_00289,CUST_00278,2026-01-20 04:33:15,3456.78,USD,POS,Office,US,False
TXN_00290,CUST_00279,2026-01-20 05:44:22,234.56,GBP,Online,Business,GB,False
TXN_00291,CUST_00280,2026-01-20 06:15:33,1234.56,USD,Transfer,Utilities,US,False
TXN_00292,CUST_00281,2026-01-20 07:22:44,2345.67,USD,POS,Coffee,US,False
TXN_00293,CUST_00282,2026-01-20 08:33:55,567.89,USD,Online,Gas Station,US,False
TXN_00294,CUST_00283,2026-01-20 09:44:22,890.12,USD,Transfer,Restaurant,US,False
TXN_00295,CUST_00284,2026-01-20 10:55:33,2300.00,USD,POS,Grocery,US,False
